operation,distribution,dataStructure,runs,height,min,max,mean,median,std,speedup
Insertion,RANDOM,BST,20,46,34850500.000,59265900.000,39962625.000,36670150.000,7298381.327,1.000000
Insertion,RANDOM,RBBST,20,19,40507600.000,54303200.000,44645190.000,44559550.000,4068388.479,0.895116
Contains,RANDOM,BST,20,46,35127000.000,122059700.000,57825015.000,47233350.000,21003749.419,1.000000
Contains,RANDOM,RBBST,20,19,39443500.000,64478900.000,48951220.000,45959950.000,7367832.705,1.181278
Deletion,RANDOM,BST,20,45,7138100.000,16622900.000,10478230.000,10182350.000,1945876.051,1.000000
Deletion,RANDOM,RBBST,20,19,7862700.000,12068200.000,11218250.000,11405850.000,948028.368,0.934034
TreeSort,RANDOM,BST,20,46,40272600.000,51475700.000,43844815.000,42620750.000,3307351.949,1.000000
TreeSort,RANDOM,RBBST,20,19,43827000.000,60450600.000,46688235.000,45394550.000,4520402.601,0.939098
Insertion,RANDOM,BST,20,40,33816500.000,37183700.000,35338020.000,35456700.000,764454.738,1.000000
Insertion,RANDOM,RBBST,20,19,37980100.000,41155500.000,39087875.000,38696700.000,993234.712,0.904066
Contains,RANDOM,BST,20,40,31316900.000,46915100.000,43613390.000,44145300.000,3108706.290,1.000000
Contains,RANDOM,RBBST,20,19,27759000.000,55155600.000,40299135.000,40109750.000,4555059.282,1.082241
Deletion,RANDOM,BST,20,40,9464700.000,20594800.000,10607255.000,10173450.000,2376440.900,1.000000
Deletion,RANDOM,RBBST,20,19,9206600.000,12180500.000,11254765.000,11375700.000,598711.197,0.942468
TreeSort,RANDOM,BST,20,40,40757600.000,65562800.000,45383660.000,43333450.000,5519844.584,1.000000
TreeSort,RANDOM,RBBST,20,19,44404000.000,62950700.000,46921950.000,45994100.000,4061971.592,0.967216
Insertion,RANDOM,BST,20,38,33792800.000,49118300.000,35967445.000,35450500.000,3182462.155,1.000000
Insertion,RANDOM,RBBST,20,19,37799600.000,48427400.000,39502655.000,38807550.000,2282447.335,0.910507
Contains,RANDOM,BST,20,38,31518900.000,59124200.000,44091650.000,43890850.000,4592446.353,1.000000
Contains,RANDOM,RBBST,20,19,28914800.000,42432700.000,40356055.000,41055600.000,2849379.620,1.092566
Deletion,RANDOM,BST,20,36,8433100.000,11421100.000,10129345.000,10058300.000,591142.030,1.000000
Deletion,RANDOM,RBBST,20,19,9584400.000,12133400.000,11195180.000,11216350.000,512979.643,0.904795
TreeSort,RANDOM,BST,20,38,41112200.000,69980200.000,44196475.000,42163150.000,6572010.061,1.000000
TreeSort,RANDOM,RBBST,20,19,44426500.000,53066500.000,45508220.000,45071700.000,1882906.005,0.971176
Insertion,RANDOM,BST,20,39,33661100.000,37778100.000,34609130.000,34439800.000,1006384.853,1.000000
Insertion,RANDOM,RBBST,20,19,37989900.000,49179600.000,39815580.000,39633350.000,2407706.587,0.869236
Contains,RANDOM,BST,20,39,31459100.000,47885100.000,43427445.000,44099600.000,3187136.439,1.000000
Contains,RANDOM,RBBST,20,19,31219300.000,46278300.000,40613650.000,40955050.000,2714601.346,1.069282
Deletion,RANDOM,BST,20,38,7740300.000,10538200.000,10012305.000,10139750.000,611058.895,1.000000
Deletion,RANDOM,RBBST,20,19,9199100.000,16819900.000,11536830.000,11379850.000,1395995.554,0.867856
TreeSort,RANDOM,BST,20,39,40108900.000,61523600.000,42698230.000,41739950.000,4543593.480,1.000000
TreeSort,RANDOM,RBBST,20,19,44419800.000,53437000.000,46596985.000,46327350.000,2453825.631,0.916330
Insertion,RANDOM,BST,20,38,33781100.000,41583700.000,35544535.000,35273000.000,1665830.701,1.000000
Insertion,RANDOM,RBBST,20,19,37636600.000,55971200.000,40123710.000,39582100.000,3836455.813,0.885874
Contains,RANDOM,BST,20,38,31242100.000,46261500.000,42216100.000,42280550.000,2903923.806,1.000000
Contains,RANDOM,RBBST,20,19,38690400.000,42420300.000,40555385.000,40547750.000,1103282.604,1.040949
Deletion,RANDOM,BST,20,38,7249100.000,10974900.000,9889200.000,9998050.000,760379.396,1.000000
Deletion,RANDOM,RBBST,20,19,9614300.000,11754100.000,11140735.000,11179400.000,473596.802,0.887661
TreeSort,RANDOM,BST,20,38,40832200.000,58989000.000,42800905.000,41691600.000,3895810.592,1.000000
TreeSort,RANDOM,RBBST,20,19,44001900.000,60350200.000,45919860.000,44919500.000,3481986.618,0.932078
Insertion,RANDOM,BST,20,39,33251700.000,36012200.000,34454405.000,34405450.000,836672.658,1.000000
Insertion,RANDOM,RBBST,20,19,37851700.000,48717600.000,39725235.000,39677050.000,2339610.336,0.867318
Contains,RANDOM,BST,20,39,33122700.000,46988100.000,43297790.000,43601800.000,2720099.786,1.000000
Contains,RANDOM,RBBST,20,19,35957600.000,41874100.000,40516820.000,41023200.000,1353357.163,1.068637
Deletion,RANDOM,BST,20,39,7971000.000,11166600.000,9822615.000,9803250.000,579299.767,1.000000
Deletion,RANDOM,RBBST,20,19,8105500.000,12179900.000,11309190.000,11515250.000,838666.459,0.868552
TreeSort,RANDOM,BST,20,39,40585100.000,46689300.000,42571275.000,42193800.000,1369238.302,1.000000
TreeSort,RANDOM,RBBST,20,19,44034400.000,49155600.000,45834555.000,45813850.000,1318982.626,0.928803
Insertion,RANDOM,BST,20,39,33350300.000,36735000.000,35010990.000,35022100.000,963002.311,1.000000
Insertion,RANDOM,RBBST,20,19,39502400.000,42655900.000,40207830.000,40044450.000,739615.799,0.870751
Contains,RANDOM,BST,20,39,29625300.000,46569300.000,42627445.000,43058150.000,3344683.032,1.000000
Contains,RANDOM,RBBST,20,19,38987700.000,42885700.000,40645540.000,41048100.000,1193636.690,1.048761
Deletion,RANDOM,BST,20,38,9519500.000,10531900.000,9957420.000,9970050.000,300766.886,1.000000
Deletion,RANDOM,RBBST,20,19,10555000.000,12029900.000,11394985.000,11377150.000,357699.070,0.873842
TreeSort,RANDOM,BST,20,39,40483900.000,72931100.000,43858140.000,41610350.000,7702432.939,1.000000
TreeSort,RANDOM,RBBST,20,19,44445500.000,47718100.000,46091350.000,46310350.000,1103894.179,0.951548
Insertion,RANDOM,BST,20,38,33424200.000,36563200.000,34488990.000,34454850.000,771592.218,1.000000
Insertion,RANDOM,RBBST,20,20,37878000.000,41385900.000,39254080.000,39351500.000,946523.252,0.878609
Contains,RANDOM,BST,20,38,30794300.000,45220100.000,43053330.000,43789200.000,3037114.201,1.000000
Contains,RANDOM,RBBST,20,20,28006500.000,41796400.000,39423800.000,39744350.000,2795359.421,1.092064
Deletion,RANDOM,BST,20,38,8807500.000,11219000.000,9989560.000,10047050.000,479434.725,1.000000
Deletion,RANDOM,RBBST,20,20,10386900.000,12260300.000,11382405.000,11478450.000,426423.195,0.877632
TreeSort,RANDOM,BST,20,38,41637400.000,48569000.000,43562890.000,43711250.000,1525900.692,1.000000
TreeSort,RANDOM,RBBST,20,20,44163600.000,68310500.000,47771555.000,46560700.000,5388007.763,0.911900
Insertion,RANDOM,BST,20,38,34007300.000,37972300.000,35281900.000,34968850.000,944742.934,1.000000
Insertion,RANDOM,RBBST,20,20,37841800.000,41188500.000,39684390.000,39811550.000,908920.724,0.889062
Contains,RANDOM,BST,20,38,32725800.000,44605600.000,42683175.000,43146900.000,2485883.083,1.000000
Contains,RANDOM,RBBST,20,20,30507200.000,40652700.000,39021410.000,39246400.000,2076356.968,1.093840
Deletion,RANDOM,BST,20,38,8846700.000,11227000.000,9971085.000,10002950.000,513682.577,1.000000
Deletion,RANDOM,RBBST,20,19,8229100.000,11953200.000,11260715.000,11450800.000,829397.701,0.885475
TreeSort,RANDOM,BST,20,38,40239300.000,61883000.000,44302890.000,42576350.000,5256221.149,1.000000
TreeSort,RANDOM,RBBST,20,20,44191000.000,50713300.000,45058380.000,44660600.000,1481284.845,0.983233
Insertion,RANDOM,BST,20,39,32668600.000,40029100.000,34197165.000,33998600.000,1638336.029,1.000000
Insertion,RANDOM,RBBST,20,19,38380500.000,46184100.000,40204070.000,40045150.000,1542327.231,0.850590
Contains,RANDOM,BST,20,39,40972400.000,44297500.000,42435500.000,42254900.000,921712.409,1.000000
Contains,RANDOM,RBBST,20,19,28936800.000,42792500.000,40047345.000,40732950.000,2830281.741,1.059633
Deletion,RANDOM,BST,20,39,9430100.000,11321900.000,10111320.000,10109500.000,409701.424,1.000000
Deletion,RANDOM,RBBST,20,19,9531900.000,12226100.000,11167880.000,11104800.000,545663.462,0.905393
TreeSort,RANDOM,BST,20,39,40190100.000,56752900.000,43665885.000,43278600.000,3193376.953,1.000000
TreeSort,RANDOM,RBBST,20,19,44410300.000,57327900.000,45893070.000,44896250.000,2923398.949,0.951470
Insertion,RANDOM,BST,20,38,33806800.000,46238500.000,35247410.000,34483200.000,2765724.582,1.000000
Insertion,RANDOM,RBBST,20,19,37795900.000,47440100.000,39439725.000,38734700.000,2186554.461,0.893703
Contains,RANDOM,BST,20,38,33558200.000,45203800.000,42190885.000,42309950.000,2306506.420,1.000000
Contains,RANDOM,RBBST,20,19,33437600.000,43209000.000,40103310.000,39662750.000,2036697.014,1.052055
Deletion,RANDOM,BST,20,37,8430200.000,10708400.000,9776025.000,9811550.000,417547.901,1.000000
Deletion,RANDOM,RBBST,20,19,10331500.000,12875100.000,11582035.000,11517600.000,495146.029,0.844068
TreeSort,RANDOM,BST,20,38,40371000.000,55972500.000,42994365.000,42501000.000,3268099.345,1.000000
TreeSort,RANDOM,RBBST,20,19,44170700.000,53134800.000,45314350.000,44716550.000,1959567.088,0.948802
Insertion,RANDOM,BST,20,39,33287700.000,46271000.000,34866710.000,34195450.000,2765411.341,1.000000
Insertion,RANDOM,RBBST,20,19,37854000.000,53543200.000,39431410.000,38434800.000,3402618.545,0.884237
Contains,RANDOM,BST,20,39,31096700.000,47086900.000,43415855.000,43739750.000,3071302.443,1.000000
Contains,RANDOM,RBBST,20,19,29349000.000,42141400.000,39670725.000,39756450.000,2635992.962,1.094405
Deletion,RANDOM,BST,20,38,9545800.000,26213900.000,10806045.000,10049000.000,3635350.298,1.000000
Deletion,RANDOM,RBBST,20,19,10452900.000,12250000.000,11303890.000,11400300.000,431421.700,0.955958
TreeSort,RANDOM,BST,20,39,40412600.000,54884000.000,42777985.000,42240750.000,3034706.227,1.000000
TreeSort,RANDOM,RBBST,20,19,43997300.000,64452200.000,46134605.000,44743000.000,4599347.718,0.927243
Insertion,RANDOM,BST,20,39,33238900.000,37344800.000,35114025.000,35038100.000,1117991.754,1.000000
Insertion,RANDOM,RBBST,20,20,39291000.000,44029500.000,40177890.000,39891250.000,1030979.403,0.873964
Contains,RANDOM,BST,20,39,33335000.000,45626500.000,43534810.000,44208800.000,2650713.338,1.000000
Contains,RANDOM,RBBST,20,20,29931800.000,41915200.000,40027230.000,40577450.000,2538212.664,1.087630
Deletion,RANDOM,BST,20,39,7919300.000,10461900.000,9934260.000,10074900.000,521798.390,1.000000
Deletion,RANDOM,RBBST,20,19,10055300.000,12022200.000,11301400.000,11309600.000,433940.331,0.879029
TreeSort,RANDOM,BST,20,39,40269700.000,46948500.000,43311020.000,43163500.000,1342777.391,1.000000
TreeSort,RANDOM,RBBST,20,20,43944500.000,47634200.000,45129555.000,44649900.000,1025510.708,0.959704
Insertion,RANDOM,BST,20,40,34620100.000,36991600.000,35692320.000,35644150.000,626381.142,1.000000
Insertion,RANDOM,RBBST,20,19,37910600.000,41255500.000,39475210.000,39759400.000,1040106.981,0.904170
Contains,RANDOM,BST,20,40,31007200.000,45826300.000,42564540.000,42729750.000,3010153.439,1.000000
Contains,RANDOM,RBBST,20,19,32230400.000,56116300.000,40862830.000,40680800.000,4149114.800,1.041644
Deletion,RANDOM,BST,20,39,8169400.000,10832200.000,10122255.000,10192150.000,569642.327,1.000000
Deletion,RANDOM,RBBST,20,19,10402700.000,12570500.000,11539300.000,11532850.000,474414.826,0.877198
TreeSort,RANDOM,BST,20,40,40841500.000,57857500.000,42900980.000,42043850.000,3578918.852,1.000000
TreeSort,RANDOM,RBBST,20,19,44326500.000,61938300.000,47087705.000,46305500.000,3916140.870,0.911087
Insertion,RANDOM,BST,20,40,33678200.000,44542500.000,34999640.000,34277200.000,2327265.127,1.000000
Insertion,RANDOM,RBBST,20,19,37756200.000,47772100.000,39385860.000,38596250.000,2171525.462,0.888635
Contains,RANDOM,BST,20,40,31497100.000,48218500.000,43610015.000,43929850.000,3314542.604,1.000000
Contains,RANDOM,RBBST,20,19,28565300.000,41732100.000,39725255.000,39981750.000,2762997.638,1.097791
Deletion,RANDOM,BST,20,39,9070500.000,11220000.000,9952010.000,9982900.000,434773.142,1.000000
Deletion,RANDOM,RBBST,20,19,8406500.000,11566500.000,11069275.000,11157100.000,675418.650,0.899066
TreeSort,RANDOM,BST,20,40,40813500.000,54643000.000,42658775.000,42121050.000,2935261.772,1.000000
TreeSort,RANDOM,RBBST,20,19,44256900.000,51962700.000,46411195.000,46326550.000,1694782.601,0.919148
Insertion,RANDOM,BST,20,38,34041900.000,40997600.000,36287370.000,35884900.000,2120790.537,1.000000
Insertion,RANDOM,RBBST,20,19,37832700.000,53430200.000,41379510.000,39917350.000,4734144.162,0.876941
Contains,RANDOM,BST,20,38,31959600.000,44911100.000,42842730.000,43408700.000,2751812.890,1.000000
Contains,RANDOM,RBBST,20,19,36089800.000,42526200.000,40364045.000,40140600.000,1336318.227,1.061408
Deletion,RANDOM,BST,20,37,9859200.000,17957400.000,10967630.000,10126950.000,2023347.697,1.000000
Deletion,RANDOM,RBBST,20,19,9758700.000,16281500.000,11589090.000,11408700.000,1219885.659,0.946375
TreeSort,RANDOM,BST,20,38,40707000.000,50270500.000,42885935.000,42390500.000,2057265.263,1.000000
TreeSort,RANDOM,RBBST,20,19,44683100.000,67982200.000,47463285.000,46425300.000,5077298.597,0.903560
Insertion,RANDOM,BST,20,38,33512600.000,52550200.000,35477650.000,34446900.000,4075283.749,1.000000
Insertion,RANDOM,RBBST,20,19,38028800.000,43018500.000,39565100.000,39873450.000,1304818.514,0.896691
Contains,RANDOM,BST,20,38,31044100.000,49520500.000,42916070.000,43111100.000,3370151.275,1.000000
Contains,RANDOM,RBBST,20,19,27293200.000,41824100.000,40267525.000,41124000.000,3121109.230,1.065774
Deletion,RANDOM,BST,20,37,7856500.000,10466800.000,9804540.000,9804150.000,511152.461,1.000000
Deletion,RANDOM,RBBST,20,19,8395400.000,12188200.000,11217235.000,11131250.000,783162.728,0.874060
TreeSort,RANDOM,BST,20,38,41376100.000,62055000.000,44175730.000,42556000.000,5286668.905,1.000000
TreeSort,RANDOM,RBBST,20,19,44009200.000,53558700.000,46591715.000,46560300.000,1981829.844,0.948146
Insertion,RANDOM,BST,20,39,33724100.000,36950500.000,35031990.000,34845550.000,835616.281,1.000000
Insertion,RANDOM,RBBST,20,19,38091000.000,41798600.000,39553905.000,39787600.000,987363.823,0.885677
Contains,RANDOM,BST,20,39,32206600.000,44769000.000,42050925.000,42315950.000,2479811.089,1.000000
Contains,RANDOM,RBBST,20,19,27422300.000,41729900.000,39478995.000,39677050.000,2982040.930,1.065147
Deletion,RANDOM,BST,20,39,9527300.000,19520200.000,10407795.000,9938050.000,2153034.444,1.000000
Deletion,RANDOM,RBBST,20,19,8151600.000,12042400.000,11325975.000,11518600.000,792638.350,0.918931
TreeSort,RANDOM,BST,20,39,42165200.000,62467800.000,44193235.000,43162400.000,4389130.235,1.000000
TreeSort,RANDOM,RBBST,20,19,44550900.000,48831300.000,46313685.000,46475850.000,1012187.371,0.954215
Insertion,RANDOM,BST,20,43,33684900.000,41170100.000,34791695.000,34482100.000,1591914.489,1.000000
Insertion,RANDOM,RBBST,20,20,37649400.000,42081400.000,39001425.000,38756650.000,1201889.365,0.892062
Contains,RANDOM,BST,20,43,34118500.000,44953000.000,42477155.000,42861100.000,2288509.136,1.000000
Contains,RANDOM,RBBST,20,20,31566200.000,43696600.000,40209675.000,40716650.000,2341464.846,1.056391
Deletion,RANDOM,BST,20,42,7457600.000,10409800.000,9764065.000,9869050.000,610473.491,1.000000
Deletion,RANDOM,RBBST,20,19,8497900.000,11978500.000,11086985.000,11108200.000,686509.639,0.880678
TreeSort,RANDOM,BST,20,43,40766200.000,52126300.000,42970605.000,42841750.000,2387743.538,1.000000
TreeSort,RANDOM,RBBST,20,20,44277800.000,49965700.000,45987220.000,45918800.000,1424686.085,0.934403
Insertion,RANDOM,BST,20,39,34035000.000,36521500.000,34995145.000,34605650.000,795540.792,1.000000
Insertion,RANDOM,RBBST,20,20,37689000.000,45374200.000,39761920.000,39686200.000,1630410.950,0.880117
Contains,RANDOM,BST,20,39,40490600.000,52773900.000,44235885.000,44277150.000,2471160.481,1.000000
Contains,RANDOM,RBBST,20,20,31971200.000,42214700.000,40741350.000,41224050.000,2165141.027,1.085774
Deletion,RANDOM,BST,20,38,9597100.000,10549500.000,10021380.000,9987200.000,275366.828,1.000000
Deletion,RANDOM,RBBST,20,19,10650100.000,11988100.000,11481955.000,11516750.000,314449.473,0.872794
TreeSort,RANDOM,BST,20,39,41132500.000,68895400.000,44606445.000,43275650.000,5952324.749,1.000000
TreeSort,RANDOM,RBBST,20,20,44211300.000,54274400.000,46205335.000,45460600.000,2493099.475,0.965396
Insertion,NEARLY_SORTED_10,BST,20,745,20486000.000,27069600.000,21293780.000,20915400.000,1406122.279,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21831400.000,30918100.000,23182880.000,22954300.000,1911657.603,0.918513
Contains,NEARLY_SORTED_10,BST,20,745,20166500.000,23593200.000,21157135.000,20949050.000,715333.878,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,13830500.000,15570400.000,14763190.000,14739100.000,393917.865,1.433101
Deletion,NEARLY_SORTED_10,BST,20,594,9313900.000,11196200.000,10634940.000,10661700.000,362607.515,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,21,10122400.000,12173600.000,11054405.000,11021950.000,487059.632,0.962054
TreeSort,NEARLY_SORTED_10,BST,20,745,23467300.000,45685900.000,26062540.000,24271400.000,6133831.915,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,25800300.000,41051300.000,27036555.000,26318800.000,3317496.096,0.963974
Insertion,NEARLY_SORTED_10,BST,20,1039,27392900.000,33131300.000,28005800.000,27717050.000,1237314.800,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21546300.000,29215400.000,22298920.000,21961950.000,1650729.671,1.255926
Contains,NEARLY_SORTED_10,BST,20,1039,24580700.000,28268500.000,27450610.000,27525050.000,758589.590,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,14210000.000,16007400.000,14699400.000,14603350.000,427615.835,1.867465
Deletion,NEARLY_SORTED_10,BST,20,835,10582400.000,19279600.000,14497235.000,14342800.000,2762547.086,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,20,8571500.000,11852300.000,10749810.000,10824350.000,614047.227,1.348604
TreeSort,NEARLY_SORTED_10,BST,20,1039,30219800.000,49811200.000,31935630.000,30959000.000,4258154.420,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,25634300.000,35971500.000,28088065.000,26252150.000,3136932.845,1.136982
Insertion,NEARLY_SORTED_10,BST,20,1183,28342700.000,44842200.000,30077705.000,29446150.000,3542647.281,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21580100.000,37948800.000,23432250.000,22707150.000,3463701.376,1.283603
Contains,NEARLY_SORTED_10,BST,20,1183,24927000.000,29734600.000,28244185.000,28074000.000,981916.774,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,13949800.000,15583400.000,14566725.000,14480900.000,381918.380,1.938952
Deletion,NEARLY_SORTED_10,BST,20,958,10415400.000,12712000.000,12144540.000,12147200.000,489128.774,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,20,8082300.000,11928000.000,10775700.000,10968250.000,749543.100,1.127030
TreeSort,NEARLY_SORTED_10,BST,20,1183,31160800.000,46654400.000,32354215.000,31575250.000,3390298.613,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,25659200.000,36803300.000,27352045.000,26243950.000,3161817.293,1.182881
Insertion,NEARLY_SORTED_10,BST,20,830,27033300.000,28710600.000,27571510.000,27482150.000,449576.519,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21532600.000,22868300.000,21993705.000,21978950.000,306520.599,1.253609
Contains,NEARLY_SORTED_10,BST,20,830,26197600.000,27785300.000,26761255.000,26684100.000,414232.267,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,14287000.000,15717700.000,14868555.000,14809650.000,376456.265,1.799856
Deletion,NEARLY_SORTED_10,BST,20,655,11480000.000,12331300.000,11915140.000,11950200.000,265279.964,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,21,10441100.000,11331100.000,10889160.000,10955150.000,289833.659,1.094220
TreeSort,NEARLY_SORTED_10,BST,20,830,29680800.000,45816900.000,31235610.000,30380850.000,3474356.714,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,25330700.000,41739100.000,26761695.000,25919300.000,3547838.824,1.167176
Insertion,NEARLY_SORTED_10,BST,20,1546,27697000.000,40635100.000,28844530.000,28084050.000,2807257.625,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21721000.000,31698100.000,22710240.000,22225900.000,2137722.568,1.270111
Contains,NEARLY_SORTED_10,BST,20,1546,25017100.000,29593400.000,27926550.000,27785450.000,921364.261,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,12599500.000,15445600.000,14760095.000,14921950.000,607297.155,1.892031
Deletion,NEARLY_SORTED_10,BST,20,1230,10279000.000,12639500.000,11989395.000,11999100.000,513562.869,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,20,10312600.000,11519500.000,10918595.000,10937450.000,357305.103,1.098071
TreeSort,NEARLY_SORTED_10,BST,20,1546,30275000.000,49191800.000,31861855.000,30936650.000,4100215.890,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,25407100.000,36264700.000,26909485.000,26308250.000,2279863.755,1.184038
Insertion,NEARLY_SORTED_10,BST,20,1143,26661500.000,35075500.000,27719075.000,27384250.000,1802014.843,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21673300.000,24029900.000,22153715.000,22005100.000,522215.713,1.251216
Contains,NEARLY_SORTED_10,BST,20,1143,26191700.000,29418800.000,26833430.000,26589550.000,698506.204,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,14306600.000,15765700.000,15071630.000,15082150.000,296534.830,1.780393
Deletion,NEARLY_SORTED_10,BST,20,912,11122300.000,12195900.000,11658140.000,11753450.000,342632.119,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,20,10400400.000,11974900.000,10774750.000,10702450.000,359291.502,1.081987
TreeSort,NEARLY_SORTED_10,BST,20,1143,29614900.000,45290200.000,31474925.000,30910000.000,3291907.662,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,25506000.000,40138400.000,27031850.000,26337700.000,3140349.640,1.164364
Insertion,NEARLY_SORTED_10,BST,20,1060,22380200.000,32787100.000,23682210.000,23279100.000,2188183.889,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21880200.000,38755500.000,23658195.000,22904000.000,3579670.585,1.001015
Contains,NEARLY_SORTED_10,BST,20,1060,20436600.000,23667700.000,22482525.000,22406800.000,655887.405,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,13925400.000,15537900.000,14751435.000,14762550.000,431513.833,1.524091
Deletion,NEARLY_SORTED_10,BST,20,853,9288500.000,11624500.000,10765250.000,10792850.000,473968.839,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,20,9750100.000,11494200.000,10926510.000,11036200.000,407862.247,0.985241
TreeSort,NEARLY_SORTED_10,BST,20,1060,24973100.000,41265200.000,26172500.000,25282600.000,3567711.234,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,25595300.000,35902800.000,27376320.000,27089550.000,2076403.959,0.956027
Insertion,NEARLY_SORTED_10,BST,20,962,28432100.000,30067500.000,29016775.000,28832650.000,466112.116,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21782500.000,23481200.000,22329265.000,22154050.000,507581.880,1.299495
Contains,NEARLY_SORTED_10,BST,20,962,27650800.000,29258200.000,28595910.000,28755850.000,509917.929,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,13146400.000,22456500.000,16156755.000,15844050.000,1852494.126,1.769904
Deletion,NEARLY_SORTED_10,BST,20,777,11753200.000,13307100.000,12387030.000,12342200.000,389204.411,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,20,10369300.000,15146200.000,11168210.000,10914350.000,1010934.047,1.109133
TreeSort,NEARLY_SORTED_10,BST,20,962,33325700.000,69317700.000,41984585.000,39996650.000,9247163.680,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,27513100.000,44073900.000,29878840.000,28645600.000,3867803.586,1.405161
Insertion,NEARLY_SORTED_10,BST,20,913,24396100.000,35285000.000,26582160.000,26286500.000,2546731.719,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21866000.000,24513100.000,22957550.000,22885550.000,585745.913,1.157883
Contains,NEARLY_SORTED_10,BST,20,913,24475100.000,37522400.000,33045235.000,34948250.000,4688248.022,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,14242800.000,15316000.000,14685180.000,14651850.000,281618.375,2.250244
Deletion,NEARLY_SORTED_10,BST,20,735,9888800.000,12276900.000,11483025.000,11603750.000,498888.357,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,20,10338600.000,12374600.000,10918990.000,10878950.000,528636.728,1.051656
TreeSort,NEARLY_SORTED_10,BST,20,913,27698700.000,46869600.000,29497260.000,28636400.000,4099852.443,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,26049000.000,47109000.000,29396120.000,27274200.000,4908472.314,1.003441
Insertion,NEARLY_SORTED_10,BST,20,1044,32134500.000,37069500.000,33058005.000,32740050.000,1092411.184,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,22115200.000,28273000.000,23236465.000,22933450.000,1352160.245,1.422678
Contains,NEARLY_SORTED_10,BST,20,1044,28766800.000,31723900.000,30942330.000,31330550.000,788310.480,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,13568800.000,15662700.000,15053850.000,15142000.000,499291.463,2.055443
Deletion,NEARLY_SORTED_10,BST,20,838,12195300.000,13496500.000,12815800.000,12853150.000,361029.373,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,21,10493800.000,11479800.000,10929830.000,10975700.000,280290.768,1.172553
TreeSort,NEARLY_SORTED_10,BST,20,1044,32918600.000,51150500.000,34670770.000,33667850.000,3935140.943,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,26239600.000,38880400.000,27527095.000,26885200.000,2711778.008,1.259514
Insertion,NEARLY_SORTED_10,BST,20,1596,27813400.000,40974400.000,29015035.000,28265450.000,2861962.059,1.000000
Insertion,NEARLY_SORTED_10,RBBST,20,28,21914200.000,39463300.000,23966860.000,23304600.000,3685314.605,1.210631
Contains,NEARLY_SORTED_10,BST,20,1596,24224400.000,28283600.000,27468805.000,27535350.000,846457.692,1.000000
Contains,NEARLY_SORTED_10,RBBST,20,28,11592100.000,16069100.000,14947930.000,15058900.000,881313.513,1.837633
Deletion,NEARLY_SORTED_10,BST,20,1279,10164800.000,12494000.000,11762675.000,11782900.000,466235.283,1.000000
Deletion,NEARLY_SORTED_10,RBBST,20,22,9699700.000,11324100.000,10788195.000,10816100.000,369146.865,1.090328
TreeSort,NEARLY_SORTED_10,BST,20,1596,30368500.000,55186500.000,32341855.000,30990200.000,5402265.890,1.000000
TreeSort,NEARLY_SORTED_10,RBBST,20,28,26048300.000,43298300.000,27402685.000,26345850.000,3777020.585,1.180244
